control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	FDR	Precision	Recall	F1	Sensitivity	minimum_read_support
positive	100GB	95%	CTAT-LR-Fusion	46	36	400	0.5609756097560976	0.43902439024390244	0.09	0.14937759336099585	0.09	30
positive	100GB	95%	FusionSeeker	315	55	400	0.8513513513513513	0.14864864864864866	0.1375	0.14285714285714288	0.1375	30
positive	100GB	95%	Genion	41	29	400	0.5857142857142857	0.4142857142857143	0.0725	0.12340425531914893	0.0725	30
positive	100GB	95%	JAFFAL	44	34	400	0.5641025641025641	0.4358974358974359	0.085	0.14225941422594143	0.085	30
positive	100GB	95%	LongGF	22	3	400	0.88	0.12	0.0075	0.014117647058823528	0.0075	30
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	30
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	30
positive	10GB	90%	FusionSeeker	4	0	400	1	0	0	NA	0	30
positive	10GB	95%	FusionSeeker	6	0	400	1	0	0	NA	0	30
positive	100GB	85%	CTAT-LR-Fusion	14	6	400	0.7	0.3	0.015	0.02857142857142857	0.015	29
positive	100GB	85%	FusionSeeker	180	30	400	0.8571428571428571	0.14285714285714285	0.075	0.0983606557377049	0.075	29
positive	100GB	85%	Genion	31	20	400	0.6078431372549019	0.39215686274509803	0.05	0.08869179600886919	0.05	29
positive	100GB	85%	JAFFAL	3	5	400	0.375	0.625	0.0125	0.02450980392156863	0.0125	29
positive	100GB	85%	LongGF	6	1	400	0.8571428571428571	0.14285714285714285	0.0025	0.004914004914004914	0.0025	29
positive	100GB	90%	CTAT-LR-Fusion	32	19	400	0.6274509803921569	0.37254901960784315	0.0475	0.08425720620842572	0.0475	29
positive	100GB	90%	FusionSeeker	269	51	400	0.840625	0.159375	0.1275	0.14166666666666666	0.1275	29
positive	100GB	90%	Genion	38	33	400	0.5352112676056338	0.4647887323943662	0.0825	0.14012738853503184	0.0825	29
positive	100GB	90%	JAFFAL	19	14	400	0.5757575757575758	0.42424242424242425	0.035	0.06466512702078522	0.035	29
positive	100GB	90%	LongGF	20	5	400	0.8	0.2	0.0125	0.023529411764705885	0.0125	29
positive	100GB	95%	CTAT-LR-Fusion	48	40	400	0.5454545454545454	0.45454545454545453	0.1	0.16393442622950818	0.1	29
positive	100GB	95%	FusionSeeker	327	57	400	0.8515625	0.1484375	0.1425	0.14540816326530612	0.1425	29
positive	100GB	95%	Genion	43	31	400	0.581081081081081	0.4189189189189189	0.0775	0.1308016877637131	0.0775	29
positive	100GB	95%	JAFFAL	47	35	400	0.573170731707317	0.4268292682926829	0.0875	0.14522821576763487	0.0875	29
positive	100GB	95%	LongGF	27	3	400	0.9	0.1	0.0075	0.013953488372093021	0.0075	29
positive	10GB	85%	FusionSeeker	2	0	397	1	0	0	NA	0	29
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	29
positive	10GB	90%	FusionSeeker	4	0	400	1	0	0	NA	0	29
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	29
positive	10GB	95%	FusionSeeker	6	0	400	1	0	0	NA	0	29
positive	100GB	85%	CTAT-LR-Fusion	16	8	400	0.6666666666666666	0.3333333333333333	0.02	0.03773584905660377	0.02	28
positive	100GB	85%	FusionSeeker	189	35	400	0.84375	0.15625	0.0875	0.11217948717948718	0.0875	28
positive	100GB	85%	Genion	32	21	400	0.6037735849056604	0.39622641509433965	0.0525	0.09271523178807947	0.0525	28
positive	100GB	85%	JAFFAL	3	6	400	0.3333333333333333	0.6666666666666666	0.015	0.029339853300733493	0.015	28
positive	100GB	85%	LongGF	7	1	400	0.875	0.125	0.0025	0.004901960784313725	0.0025	28
positive	100GB	90%	CTAT-LR-Fusion	33	20	400	0.6226415094339622	0.37735849056603776	0.05	0.08830022075055188	0.05	28
positive	100GB	90%	FusionSeeker	285	53	400	0.8431952662721893	0.15680473372781065	0.1325	0.14363143631436315	0.1325	28
positive	100GB	90%	Genion	41	33	400	0.5540540540540541	0.44594594594594594	0.0825	0.13924050632911392	0.0825	28
positive	100GB	90%	JAFFAL	21	18	400	0.5384615384615384	0.46153846153846156	0.045	0.08200455580865602	0.045	28
positive	100GB	90%	LongGF	22	5	400	0.8148148148148148	0.18518518518518517	0.0125	0.023419203747072598	0.0125	28
positive	100GB	95%	CTAT-LR-Fusion	52	44	400	0.5416666666666666	0.4583333333333333	0.11	0.17741935483870966	0.11	28
positive	100GB	95%	FusionSeeker	340	58	400	0.8542713567839196	0.1457286432160804	0.145	0.14536340852130325	0.145	28
positive	100GB	95%	Genion	46	35	400	0.5679012345679012	0.43209876543209874	0.0875	0.14553014553014554	0.0875	28
positive	100GB	95%	JAFFAL	49	37	400	0.5697674418604651	0.43023255813953487	0.0925	0.1522633744855967	0.0925	28
positive	100GB	95%	LongGF	31	4	400	0.8857142857142857	0.11428571428571428	0.01	0.018390804597701153	0.01	28
positive	10GB	85%	FusionSeeker	3	0	397	1	0	0	NA	0	28
positive	10GB	85%	Genion	2	0	397	1	0	0	NA	0	28
positive	10GB	90%	FusionSeeker	4	0	400	1	0	0	NA	0	28
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	28
positive	10GB	95%	FusionSeeker	7	0	400	1	0	0	NA	0	28
positive	100GB	85%	CTAT-LR-Fusion	16	11	400	0.5925925925925926	0.4074074074074074	0.0275	0.05152224824355972	0.0275	27
positive	100GB	85%	FusionSeeker	205	35	400	0.8541666666666666	0.14583333333333334	0.0875	0.109375	0.0875	27
positive	100GB	85%	Genion	36	21	400	0.631578947368421	0.3684210526315789	0.0525	0.09190371991247265	0.0525	27
positive	100GB	85%	JAFFAL	3	9	400	0.25	0.75	0.0225	0.043689320388349516	0.0225	27
positive	100GB	85%	LongGF	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	27
positive	100GB	90%	CTAT-LR-Fusion	35	22	400	0.6140350877192983	0.38596491228070173	0.055	0.0962800875273523	0.055	27
positive	100GB	90%	FusionSeeker	300	55	400	0.8450704225352113	0.15492957746478872	0.1375	0.14569536423841062	0.1375	27
positive	100GB	90%	Genion	43	38	400	0.5308641975308642	0.4691358024691358	0.095	0.158004158004158	0.095	27
positive	100GB	90%	JAFFAL	23	21	400	0.5227272727272727	0.4772727272727273	0.0525	0.0945945945945946	0.0525	27
positive	100GB	90%	LongGF	25	6	400	0.8064516129032258	0.1935483870967742	0.015	0.02784222737819025	0.015	27
positive	100GB	95%	CTAT-LR-Fusion	60	46	400	0.5660377358490566	0.4339622641509434	0.115	0.18181818181818182	0.115	27
positive	100GB	95%	FusionSeeker	353	60	400	0.8547215496368039	0.14527845036319612	0.15	0.14760147601476015	0.15	27
positive	100GB	95%	Genion	48	36	400	0.5714285714285714	0.42857142857142855	0.09	0.1487603305785124	0.09	27
positive	100GB	95%	JAFFAL	51	42	400	0.5483870967741935	0.45161290322580644	0.105	0.17038539553752532	0.105	27
positive	100GB	95%	LongGF	39	4	400	0.9069767441860465	0.09302325581395349	0.01	0.018058690744920995	0.01	27
positive	10GB	85%	FusionSeeker	4	0	397	1	0	0	NA	0	27
positive	10GB	85%	Genion	2	0	397	1	0	0	NA	0	27
positive	10GB	90%	FusionSeeker	4	0	400	1	0	0	NA	0	27
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	27
positive	10GB	95%	FusionSeeker	7	0	400	1	0	0	NA	0	27
positive	100GB	85%	CTAT-LR-Fusion	19	14	400	0.5757575757575758	0.42424242424242425	0.035	0.06466512702078522	0.035	26
positive	100GB	85%	FusionSeeker	217	37	400	0.8543307086614174	0.14566929133858267	0.0925	0.11314984709480122	0.0925	26
positive	100GB	85%	Genion	45	23	400	0.6617647058823529	0.3382352941176471	0.0575	0.0982905982905983	0.0575	26
positive	100GB	85%	JAFFAL	5	9	400	0.35714285714285715	0.6428571428571429	0.0225	0.043478260869565216	0.0225	26
positive	100GB	85%	LongGF	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	26
positive	100GB	90%	CTAT-LR-Fusion	40	25	400	0.6153846153846154	0.38461538461538464	0.0625	0.10752688172043011	0.0625	26
positive	100GB	90%	FusionSeeker	318	56	400	0.8502673796791443	0.1497326203208556	0.14	0.14470284237726097	0.14	26
positive	100GB	90%	Genion	46	38	400	0.5476190476190477	0.4523809523809524	0.095	0.15702479338842976	0.095	26
positive	100GB	90%	JAFFAL	25	21	400	0.5434782608695652	0.45652173913043476	0.0525	0.09417040358744393	0.0525	26
positive	100GB	90%	LongGF	28	6	400	0.8235294117647058	0.17647058823529413	0.015	0.027649769585253454	0.015	26
positive	100GB	95%	CTAT-LR-Fusion	63	51	400	0.5526315789473685	0.4473684210526316	0.1275	0.19844357976653698	0.1275	26
positive	100GB	95%	FusionSeeker	358	60	400	0.8564593301435407	0.14354066985645933	0.15	0.14669926650366746	0.15	26
positive	100GB	95%	Genion	57	37	400	0.6063829787234043	0.39361702127659576	0.0925	0.14979757085020243	0.0925	26
positive	100GB	95%	JAFFAL	54	45	400	0.5454545454545454	0.45454545454545453	0.1125	0.18036072144288576	0.1125	26
positive	100GB	95%	LongGF	43	6	400	0.8775510204081632	0.12244897959183673	0.015	0.026726057906458798	0.015	26
positive	10GB	85%	FusionSeeker	4	0	397	1	0	0	NA	0	26
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	26
positive	10GB	90%	FusionSeeker	4	0	400	1	0	0	NA	0	26
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	26
positive	10GB	95%	FusionSeeker	8	0	400	1	0	0	NA	0	26
positive	100GB	85%	CTAT-LR-Fusion	20	15	400	0.5714285714285714	0.42857142857142855	0.0375	0.06896551724137931	0.0375	25
positive	100GB	85%	FusionSeeker	224	38	400	0.8549618320610687	0.1450381679389313	0.095	0.1148036253776435	0.095	25
positive	100GB	85%	Genion	46	25	400	0.647887323943662	0.352112676056338	0.0625	0.10615711252653928	0.0625	25
positive	100GB	85%	JAFFAL	6	11	400	0.35294117647058826	0.6470588235294118	0.0275	0.052757793764988015	0.0275	25
positive	100GB	85%	LongGF	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	25
positive	100GB	90%	CTAT-LR-Fusion	46	30	400	0.6052631578947368	0.39473684210526316	0.075	0.12605042016806722	0.075	25
positive	100GB	90%	FusionSeeker	330	56	400	0.8549222797927462	0.14507772020725387	0.14	0.14249363867684478	0.14	25
positive	100GB	90%	Genion	52	38	400	0.5777777777777777	0.4222222222222222	0.095	0.15510204081632653	0.095	25
positive	100GB	90%	JAFFAL	29	26	400	0.5272727272727272	0.4727272727272727	0.065	0.1142857142857143	0.065	25
positive	100GB	90%	LongGF	28	7	400	0.8	0.2	0.0175	0.03218390804597701	0.0175	25
positive	100GB	95%	CTAT-LR-Fusion	70	55	400	0.56	0.44	0.1375	0.20952380952380953	0.1375	25
positive	100GB	95%	FusionSeeker	365	64	400	0.8508158508158508	0.14918414918414918	0.16	0.15440289505428229	0.16	25
positive	100GB	95%	Genion	66	38	400	0.6346153846153846	0.36538461538461536	0.095	0.15079365079365079	0.095	25
positive	100GB	95%	JAFFAL	59	46	400	0.5619047619047619	0.4380952380952381	0.115	0.18217821782178217	0.115	25
positive	100GB	95%	LongGF	44	7	400	0.8627450980392157	0.13725490196078433	0.0175	0.03104212860310421	0.0175	25
positive	10GB	85%	FusionSeeker	4	0	397	1	0	0	NA	0	25
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	25
positive	10GB	90%	FusionSeeker	4	0	400	1	0	0	NA	0	25
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	25
positive	10GB	95%	FusionSeeker	10	0	400	1	0	0	NA	0	25
positive	100GB	85%	CTAT-LR-Fusion	22	17	400	0.5641025641025641	0.4358974358974359	0.0425	0.0774487471526196	0.0425	24
positive	100GB	85%	FusionSeeker	234	38	400	0.8602941176470589	0.13970588235294118	0.095	0.1130952380952381	0.095	24
positive	100GB	85%	Genion	51	26	400	0.6623376623376623	0.33766233766233766	0.065	0.1090146750524109	0.065	24
positive	100GB	85%	JAFFAL	9	11	400	0.45	0.55	0.0275	0.05238095238095238	0.0275	24
positive	100GB	85%	LongGF	17	2	400	0.8947368421052632	0.10526315789473684	0.005	0.00954653937947494	0.005	24
positive	100GB	90%	CTAT-LR-Fusion	47	35	400	0.573170731707317	0.4268292682926829	0.0875	0.14522821576763487	0.0875	24
positive	100GB	90%	FusionSeeker	344	57	400	0.85785536159601	0.14214463840399003	0.1425	0.14232209737827717	0.1425	24
positive	100GB	90%	Genion	59	40	400	0.5959595959595959	0.40404040404040403	0.1	0.16032064128256512	0.1	24
positive	100GB	90%	JAFFAL	34	28	400	0.5483870967741935	0.45161290322580644	0.07	0.12121212121212123	0.07	24
positive	100GB	90%	LongGF	30	7	400	0.8108108108108109	0.1891891891891892	0.0175	0.032036613272311214	0.0175	24
positive	100GB	95%	CTAT-LR-Fusion	76	58	400	0.5671641791044776	0.43283582089552236	0.145	0.21722846441947566	0.145	24
positive	100GB	95%	FusionSeeker	372	64	400	0.8532110091743119	0.14678899082568808	0.16	0.15311004784688995	0.16	24
positive	100GB	95%	Genion	68	40	400	0.6296296296296297	0.37037037037037035	0.1	0.15748031496062992	0.1	24
positive	100GB	95%	JAFFAL	60	48	400	0.5555555555555556	0.4444444444444444	0.12	0.1889763779527559	0.12	24
positive	100GB	95%	LongGF	48	8	400	0.8571428571428571	0.14285714285714285	0.02	0.03508771929824562	0.02	24
positive	10GB	85%	FusionSeeker	4	0	397	1	0	0	NA	0	24
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	24
positive	10GB	90%	FusionSeeker	4	0	400	1	0	0	NA	0	24
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	24
positive	10GB	95%	FusionSeeker	11	0	400	1	0	0	NA	0	24
positive	100GB	85%	CTAT-LR-Fusion	25	17	400	0.5952380952380952	0.40476190476190477	0.0425	0.07692307692307694	0.0425	23
positive	100GB	85%	FusionSeeker	244	38	400	0.8652482269503546	0.1347517730496454	0.095	0.11143695014662756	0.095	23
positive	100GB	85%	Genion	54	26	400	0.675	0.325	0.065	0.10833333333333334	0.065	23
positive	100GB	85%	JAFFAL	11	11	400	0.5	0.5	0.0275	0.05213270142180095	0.0275	23
positive	100GB	85%	LongGF	18	4	400	0.8181818181818182	0.18181818181818182	0.01	0.01895734597156398	0.01	23
positive	100GB	90%	CTAT-LR-Fusion	49	38	400	0.5632183908045977	0.4367816091954023	0.095	0.15605749486652978	0.095	23
positive	100GB	90%	FusionSeeker	355	58	400	0.8595641646489104	0.14043583535108958	0.145	0.14268142681426815	0.145	23
positive	100GB	90%	Genion	65	41	400	0.6132075471698113	0.3867924528301887	0.1025	0.16205533596837945	0.1025	23
positive	100GB	90%	JAFFAL	38	31	400	0.5507246376811594	0.4492753623188406	0.0775	0.13219616204690832	0.0775	23
positive	100GB	90%	LongGF	33	7	400	0.825	0.175	0.0175	0.03181818181818182	0.0175	23
positive	100GB	95%	CTAT-LR-Fusion	76	61	400	0.5547445255474452	0.44525547445255476	0.1525	0.22718808193668527	0.1525	23
positive	100GB	95%	FusionSeeker	381	64	400	0.8561797752808988	0.14382022471910114	0.16	0.1514792899408284	0.16	23
positive	100GB	95%	Genion	79	41	400	0.6583333333333333	0.3416666666666667	0.1025	0.15769230769230771	0.1025	23
positive	100GB	95%	JAFFAL	64	50	400	0.5614035087719298	0.43859649122807015	0.125	0.19455252918287935	0.125	23
positive	100GB	95%	LongGF	52	8	400	0.8666666666666667	0.13333333333333333	0.02	0.034782608695652174	0.02	23
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	1	0	0	NA	0	23
positive	10GB	85%	FusionSeeker	4	0	397	1	0	0	NA	0	23
positive	10GB	85%	GFSeeker	1	0	397	1	0	0	NA	0	23
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	23
positive	10GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	23
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	23
positive	10GB	95%	FusionSeeker	11	0	400	1	0	0	NA	0	23
positive	100GB	85%	CTAT-LR-Fusion	28	19	400	0.5957446808510638	0.40425531914893614	0.0475	0.08501118568232663	0.0475	22
positive	100GB	85%	FusionSeeker	253	40	400	0.863481228668942	0.13651877133105803	0.1	0.11544011544011545	0.1	22
positive	100GB	85%	Genion	56	27	400	0.6746987951807228	0.3253012048192771	0.0675	0.11180124223602486	0.0675	22
positive	100GB	85%	JAFFAL	13	13	400	0.5	0.5	0.0325	0.061032863849765265	0.0325	22
positive	100GB	85%	LongGF	20	4	400	0.8333333333333334	0.16666666666666666	0.01	0.018867924528301886	0.01	22
positive	100GB	90%	CTAT-LR-Fusion	52	42	400	0.5531914893617021	0.44680851063829785	0.105	0.1700404858299595	0.105	22
positive	100GB	90%	FusionSeeker	362	60	400	0.8578199052132701	0.14218009478672985	0.15	0.145985401459854	0.15	22
positive	100GB	90%	Genion	69	41	400	0.6272727272727273	0.37272727272727274	0.1025	0.1607843137254902	0.1025	22
positive	100GB	90%	JAFFAL	42	33	400	0.56	0.44	0.0825	0.13894736842105262	0.0825	22
positive	100GB	90%	LongGF	38	7	400	0.8444444444444444	0.15555555555555556	0.0175	0.03146067415730337	0.0175	22
positive	100GB	95%	CTAT-LR-Fusion	81	63	400	0.5625	0.4375	0.1575	0.23161764705882354	0.1575	22
positive	100GB	95%	FusionSeeker	396	65	400	0.8590021691973969	0.14099783080260303	0.1625	0.15098722415795585	0.1625	22
positive	100GB	95%	Genion	85	42	400	0.6692913385826772	0.33070866141732286	0.105	0.15939278937381404	0.105	22
positive	100GB	95%	JAFFAL	68	53	400	0.5619834710743802	0.4380165289256198	0.1325	0.20345489443378123	0.1325	22
positive	100GB	95%	LongGF	53	8	400	0.8688524590163934	0.13114754098360656	0.02	0.03470715835140998	0.02	22
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	1	0	0	NA	0	22
positive	10GB	85%	FusionSeeker	5	0	397	1	0	0	NA	0	22
positive	10GB	85%	GFSeeker	1	0	397	1	0	0	NA	0	22
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	22
positive	10GB	90%	FusionSeeker	8	0	400	1	0	0	NA	0	22
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	22
positive	10GB	95%	FusionSeeker	12	0	400	1	0	0	NA	0	22
positive	100GB	85%	CTAT-LR-Fusion	29	21	400	0.58	0.42	0.0525	0.09333333333333332	0.0525	21
positive	100GB	85%	FusionSeeker	267	42	400	0.8640776699029126	0.13592233009708737	0.105	0.11847672778561355	0.105	21
positive	100GB	85%	Genion	58	30	400	0.6590909090909091	0.3409090909090909	0.075	0.12295081967213115	0.075	21
positive	100GB	85%	JAFFAL	16	16	400	0.5	0.5	0.04	0.07407407407407407	0.04	21
positive	100GB	85%	LongGF	24	5	400	0.8275862068965517	0.1724137931034483	0.0125	0.023310023310023312	0.0125	21
positive	100GB	90%	CTAT-LR-Fusion	57	44	400	0.5643564356435643	0.43564356435643564	0.11	0.17564870259481036	0.11	21
positive	100GB	90%	FusionSeeker	371	61	400	0.8587962962962963	0.1412037037037037	0.1525	0.14663461538461536	0.1525	21
positive	100GB	90%	Genion	75	41	400	0.646551724137931	0.35344827586206895	0.1025	0.15891472868217055	0.1025	21
positive	100GB	90%	JAFFAL	48	34	400	0.5853658536585366	0.4146341463414634	0.085	0.14107883817427389	0.085	21
positive	100GB	90%	LongGF	41	8	400	0.8367346938775511	0.16326530612244897	0.02	0.035634743875278395	0.02	21
positive	100GB	95%	CTAT-LR-Fusion	84	67	400	0.5562913907284768	0.44370860927152317	0.1675	0.24319419237749543	0.1675	21
positive	100GB	95%	FusionSeeker	405	66	400	0.8598726114649682	0.14012738853503184	0.165	0.1515499425947187	0.165	21
positive	100GB	95%	Genion	92	43	400	0.6814814814814815	0.31851851851851853	0.1075	0.16074766355140188	0.1075	21
positive	100GB	95%	JAFFAL	70	53	400	0.5691056910569106	0.43089430894308944	0.1325	0.20267686424474185	0.1325	21
positive	100GB	95%	LongGF	57	8	400	0.8769230769230769	0.12307692307692308	0.02	0.034408602150537634	0.02	21
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	1	0	0	NA	0	21
positive	10GB	85%	FusionSeeker	5	0	397	1	0	0	NA	0	21
positive	10GB	85%	GFSeeker	1	0	397	1	0	0	NA	0	21
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	21
positive	10GB	90%	FusionSeeker	11	0	400	1	0	0	NA	0	21
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	21
positive	10GB	95%	FusionSeeker	12	0	400	1	0	0	NA	0	21
positive	100GB	85%	CTAT-LR-Fusion	33	22	400	0.6	0.4	0.055	0.0967032967032967	0.055	20
positive	100GB	85%	FusionSeeker	281	43	400	0.8672839506172839	0.13271604938271606	0.1075	0.11878453038674033	0.1075	20
positive	100GB	85%	Genion	61	30	400	0.6703296703296703	0.32967032967032966	0.075	0.12219959266802444	0.075	20
positive	100GB	85%	JAFFAL	17	16	400	0.5151515151515151	0.48484848484848486	0.04	0.07390300230946882	0.04	20
positive	100GB	85%	LongGF	26	6	400	0.8125	0.1875	0.015	0.027777777777777776	0.015	20
positive	100GB	90%	CTAT-LR-Fusion	66	46	400	0.5892857142857143	0.4107142857142857	0.115	0.1796875	0.115	20
positive	100GB	90%	FusionSeeker	381	62	400	0.8600451467268623	0.1399548532731377	0.155	0.14709371293001186	0.155	20
positive	100GB	90%	Genion	83	44	400	0.6535433070866141	0.3464566929133858	0.11	0.1669829222011385	0.11	20
positive	100GB	90%	JAFFAL	51	36	400	0.5862068965517241	0.41379310344827586	0.09	0.14784394250513344	0.09	20
positive	100GB	90%	LongGF	45	8	400	0.8490566037735849	0.1509433962264151	0.02	0.03532008830022075	0.02	20
positive	100GB	95%	CTAT-LR-Fusion	86	70	400	0.5512820512820513	0.44871794871794873	0.175	0.2517985611510791	0.175	20
positive	100GB	95%	FusionSeeker	413	67	400	0.8604166666666667	0.13958333333333334	0.1675	0.15227272727272728	0.1675	20
positive	100GB	95%	Genion	99	44	400	0.6923076923076923	0.3076923076923077	0.11	0.16206261510128914	0.11	20
positive	100GB	95%	JAFFAL	73	55	400	0.5703125	0.4296875	0.1375	0.20833333333333337	0.1375	20
positive	100GB	95%	LongGF	60	8	400	0.8823529411764706	0.11764705882352941	0.02	0.03418803418803419	0.02	20
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	1	0	0	NA	0	20
positive	10GB	85%	FusionSeeker	5	0	397	1	0	0	NA	0	20
positive	10GB	85%	GFSeeker	1	0	397	1	0	0	NA	0	20
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	20
positive	10GB	90%	FusionSeeker	11	0	400	1	0	0	NA	0	20
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	20
positive	10GB	95%	FusionSeeker	15	0	400	1	0	0	NA	0	20
positive	100GB	85%	CTAT-LR-Fusion	37	24	400	0.6065573770491803	0.39344262295081966	0.06	0.10412147505422993	0.06	19
positive	100GB	85%	FusionSeeker	296	45	400	0.8680351906158358	0.13196480938416422	0.1125	0.1214574898785425	0.1125	19
positive	100GB	85%	Genion	67	33	400	0.67	0.33	0.0825	0.132	0.0825	19
positive	100GB	85%	JAFFAL	22	17	400	0.5641025641025641	0.4358974358974359	0.0425	0.0774487471526196	0.0425	19
positive	100GB	85%	LongGF	31	6	400	0.8378378378378378	0.16216216216216217	0.015	0.027459954233409606	0.015	19
positive	100GB	90%	CTAT-LR-Fusion	71	50	400	0.5867768595041323	0.4132231404958678	0.125	0.19193857965451058	0.125	19
positive	100GB	90%	FusionSeeker	385	65	400	0.8555555555555555	0.14444444444444443	0.1625	0.15294117647058822	0.1625	19
positive	100GB	90%	Genion	92	44	400	0.6764705882352942	0.3235294117647059	0.11	0.16417910447761194	0.11	19
positive	100GB	90%	JAFFAL	54	39	400	0.5806451612903226	0.41935483870967744	0.0975	0.15821501014198786	0.0975	19
positive	100GB	90%	LongGF	49	8	400	0.8596491228070176	0.14035087719298245	0.02	0.0350109409190372	0.02	19
positive	100GB	95%	CTAT-LR-Fusion	93	75	400	0.5535714285714286	0.44642857142857145	0.1875	0.26408450704225356	0.1875	19
positive	100GB	95%	FusionSeeker	421	68	400	0.8609406952965235	0.1390593047034765	0.17	0.1529808773903262	0.17	19
positive	100GB	95%	Genion	106	46	400	0.6973684210526315	0.3026315789473684	0.115	0.16666666666666669	0.115	19
positive	100GB	95%	JAFFAL	79	55	400	0.5895522388059702	0.41044776119402987	0.1375	0.2059925093632959	0.1375	19
positive	100GB	95%	LongGF	62	9	400	0.8732394366197183	0.1267605633802817	0.0225	0.038216560509554146	0.0225	19
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	1	0	0	NA	0	19
positive	10GB	85%	FusionSeeker	5	0	397	1	0	0	NA	0	19
positive	10GB	85%	GFSeeker	1	0	397	1	0	0	NA	0	19
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	19
positive	10GB	90%	FusionSeeker	11	0	400	1	0	0	NA	0	19
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	19
positive	10GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	19
positive	100GB	85%	CTAT-LR-Fusion	40	30	400	0.5714285714285714	0.42857142857142855	0.075	0.1276595744680851	0.075	18
positive	100GB	85%	FusionSeeker	310	47	400	0.8683473389355743	0.13165266106442577	0.1175	0.12417437252311757	0.1175	18
positive	100GB	85%	Genion	76	34	400	0.6909090909090909	0.3090909090909091	0.085	0.13333333333333333	0.085	18
positive	100GB	85%	JAFFAL	23	17	400	0.575	0.425	0.0425	0.07727272727272728	0.0425	18
positive	100GB	85%	LongGF	33	7	400	0.825	0.175	0.0175	0.03181818181818182	0.0175	18
positive	100GB	90%	CTAT-LR-Fusion	78	57	400	0.5777777777777777	0.4222222222222222	0.1425	0.21308411214953268	0.1425	18
positive	100GB	90%	FusionSeeker	397	65	400	0.8593073593073594	0.1406926406926407	0.1625	0.15081206496519722	0.1625	18
positive	100GB	90%	Genion	101	44	400	0.696551724137931	0.30344827586206896	0.11	0.1614678899082569	0.11	18
positive	100GB	90%	JAFFAL	55	41	400	0.5729166666666666	0.4270833333333333	0.1025	0.16532258064516128	0.1025	18
positive	100GB	90%	LongGF	51	8	400	0.864406779661017	0.13559322033898305	0.02	0.034858387799564274	0.02	18
positive	100GB	95%	CTAT-LR-Fusion	96	80	400	0.5454545454545454	0.45454545454545453	0.2	0.2777777777777778	0.2	18
positive	100GB	95%	FusionSeeker	427	68	400	0.8626262626262626	0.13737373737373737	0.17	0.15195530726256984	0.17	18
positive	100GB	95%	Genion	112	48	400	0.7	0.3	0.12	0.17142857142857143	0.12	18
positive	100GB	95%	JAFFAL	81	60	400	0.574468085106383	0.425531914893617	0.15	0.22181146025878004	0.15	18
positive	100GB	95%	LongGF	62	10	400	0.8611111111111112	0.1388888888888889	0.025	0.04237288135593221	0.025	18
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	1	0	0	NA	0	18
positive	10GB	85%	FusionSeeker	6	0	397	1	0	0	NA	0	18
positive	10GB	85%	GFSeeker	1	0	397	1	0	0	NA	0	18
positive	10GB	85%	Genion	3	0	397	1	0	0	NA	0	18
positive	10GB	90%	FusionSeeker	11	0	400	1	0	0	NA	0	18
positive	10GB	90%	GFSeeker	1	0	400	1	0	0	NA	0	18
positive	10GB	90%	Genion	1	0	400	1	0	0	NA	0	18
positive	10GB	95%	FusionSeeker	16	1	400	0.9411764705882353	0.058823529411764705	0.0025	0.004796163069544365	0.0025	18
positive	100GB	85%	CTAT-LR-Fusion	45	33	400	0.5769230769230769	0.4230769230769231	0.0825	0.13807531380753138	0.0825	17
