control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	FDR	Precision	Recall	F1	Sensitivity	minimum_read_support
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	233
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	233
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	232
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	232
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	232
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	232
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	232
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	231
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	231
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	231
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	231
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	231
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	230
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	230
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	230
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	230
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	230
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	229
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	229
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	229
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	229
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	229
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	228
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	228
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	228
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	228
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	228
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	227
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	227
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	227
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	227
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	227
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	226
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	226
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	226
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	226
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	226
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	225
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	225
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	225
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	225
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	225
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	224
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	224
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	224
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	224
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	224
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	223
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	223
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	223
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	223
positive	100GB	95%	FusionSeeker	9	1	400	0.9	0.1	0.0025	0.004878048780487805	0.0025	223
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	222
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	222
positive	100GB	90%	FusionSeeker	5	0	400	1	0	0	NA	0	222
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	222
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	222
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	221
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	221
positive	100GB	90%	FusionSeeker	6	0	400	1	0	0	NA	0	221
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	221
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	221
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	220
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	220
positive	100GB	90%	FusionSeeker	6	0	400	1	0	0	NA	0	220
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	220
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	220
positive	100GB	85%	FusionSeeker	3	0	400	1	0	0	NA	0	219
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	219
positive	100GB	90%	FusionSeeker	6	0	400	1	0	0	NA	0	219
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	219
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	219
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	218
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	218
positive	100GB	90%	FusionSeeker	6	0	400	1	0	0	NA	0	218
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	218
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	218
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	217
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	217
positive	100GB	90%	FusionSeeker	6	0	400	1	0	0	NA	0	217
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	217
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	217
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	216
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	216
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	216
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	216
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	216
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	215
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	215
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	215
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	215
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	215
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	214
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	214
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	214
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	214
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	214
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	213
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	213
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	213
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	213
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	213
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	212
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	212
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	212
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	212
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	212
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	211
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	211
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	211
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	211
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	211
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	210
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	210
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	210
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	210
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	210
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	209
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	209
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	209
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	209
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	209
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	208
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	208
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	208
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	208
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	208
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	207
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	207
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	207
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	207
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	207
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	206
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	206
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	206
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	206
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	206
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	205
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	205
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	205
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	205
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	205
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	204
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	204
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	204
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	204
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	204
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	204
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	203
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	203
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	203
positive	100GB	90%	FusionSeeker	7	0	400	1	0	0	NA	0	203
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	203
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	203
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	202
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	202
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	202
positive	100GB	90%	FusionSeeker	8	0	400	1	0	0	NA	0	202
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	202
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	202
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	201
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	201
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	201
positive	100GB	90%	FusionSeeker	8	0	400	1	0	0	NA	0	201
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	201
positive	100GB	95%	FusionSeeker	11	1	400	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025	201
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	200
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	200
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	200
positive	100GB	90%	FusionSeeker	8	0	400	1	0	0	NA	0	200
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	200
positive	100GB	95%	FusionSeeker	13	1	400	0.9285714285714286	0.07142857142857142	0.0025	0.004830917874396135	0.0025	200
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	199
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	199
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	199
positive	100GB	90%	FusionSeeker	8	0	400	1	0	0	NA	0	199
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	199
positive	100GB	95%	FusionSeeker	13	1	400	0.9285714285714286	0.07142857142857142	0.0025	0.004830917874396135	0.0025	199
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	198
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	198
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	198
positive	100GB	90%	FusionSeeker	8	0	400	1	0	0	NA	0	198
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	198
positive	100GB	95%	FusionSeeker	13	1	400	0.9285714285714286	0.07142857142857142	0.0025	0.004830917874396135	0.0025	198
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	197
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	197
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	197
positive	100GB	90%	FusionSeeker	8	0	400	1	0	0	NA	0	197
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	197
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	197
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	196
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	196
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	196
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	196
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	196
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	196
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	195
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	195
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	195
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	195
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	195
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	195
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	194
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	194
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	194
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	194
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	194
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	194
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	193
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	193
positive	100GB	85%	Genion	2	0	400	1	0	0	NA	0	193
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	193
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	193
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	193
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	192
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	192
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	192
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	192
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	192
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	192
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	191
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	191
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	191
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	191
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	191
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	191
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	190
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	190
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	190
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	190
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	190
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	190
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	189
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	189
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	189
positive	100GB	90%	FusionSeeker	9	0	400	1	0	0	NA	0	189
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	189
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	189
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	188
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	188
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	188
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	188
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	188
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	188
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	187
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	187
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	187
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	187
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	187
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	187
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	186
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	186
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	186
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	186
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	186
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	186
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	185
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	185
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	185
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	185
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	185
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	185
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	184
positive	100GB	85%	FusionSeeker	4	0	400	1	0	0	NA	0	184
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	184
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	184
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	184
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	184
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	183
positive	100GB	85%	FusionSeeker	5	0	400	1	0	0	NA	0	183
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	183
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	183
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	183
positive	100GB	95%	FusionSeeker	14	1	400	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025	183
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	182
positive	100GB	85%	FusionSeeker	5	0	400	1	0	0	NA	0	182
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	182
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	182
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	182
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	182
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	181
positive	100GB	85%	FusionSeeker	5	0	400	1	0	0	NA	0	181
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	181
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	181
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	181
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	181
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	180
positive	100GB	85%	FusionSeeker	5	0	400	1	0	0	NA	0	180
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	180
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	180
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	180
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	180
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	179
positive	100GB	85%	FusionSeeker	6	0	400	1	0	0	NA	0	179
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	179
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	179
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	179
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	179
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	178
positive	100GB	85%	FusionSeeker	6	0	400	1	0	0	NA	0	178
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	178
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	178
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	178
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	178
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	177
positive	100GB	85%	FusionSeeker	6	0	400	1	0	0	NA	0	177
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	177
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	177
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	177
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	177
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	176
positive	100GB	85%	FusionSeeker	6	0	400	1	0	0	NA	0	176
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	176
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	176
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	176
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	176
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	175
positive	100GB	85%	FusionSeeker	7	0	400	1	0	0	NA	0	175
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	175
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	175
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	175
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	175
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	174
positive	100GB	85%	FusionSeeker	7	0	400	1	0	0	NA	0	174
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	174
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	174
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	174
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	174
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	173
positive	100GB	85%	FusionSeeker	7	0	400	1	0	0	NA	0	173
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	173
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	173
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	173
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	173
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	172
positive	100GB	85%	FusionSeeker	7	0	400	1	0	0	NA	0	172
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	172
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	172
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	172
positive	100GB	95%	FusionSeeker	15	1	400	0.9375	0.0625	0.0025	0.004807692307692308	0.0025	172
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	171
positive	100GB	85%	FusionSeeker	7	0	400	1	0	0	NA	0	171
positive	100GB	85%	Genion	3	0	400	1	0	0	NA	0	171
positive	100GB	90%	FusionSeeker	10	0	400	1	0	0	NA	0	171
positive	100GB	90%	Genion	1	0	400	1	0	0	NA	0	171
