control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	minimum_read_support	FDR	Precision	Recall	F1	Sensitivity
positive	1GB	90%	FusionSeeker	1	0	202	18	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	10	0	400	17	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	89	0	400	17	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	17	1	0	0	NA	0
negative	100GB	85%	Genion	14	0	400	17	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	17	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	17	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	26	0	400	17	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	92	0	400	17	1	0	0	NA	0
negative	100GB	90%	GFSeeker	2	0	400	17	1	0	0	NA	0
negative	100GB	90%	Genion	10	0	400	17	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	17	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	17	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	20	0	400	17	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	85	0	400	17	1	0	0	NA	0
negative	100GB	95%	GFSeeker	2	0	400	17	1	0	0	NA	0
negative	100GB	95%	Genion	7	0	400	17	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	17	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	17	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	17	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	6	0	397	17	1	0	0	NA	0
negative	10GB	85%	Genion	3	0	397	17	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	8	0	400	17	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	8	0	400	17	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	37	33	400	17	0.5285714285714286	0.4714285714285714	0.0825	0.14042553191489363	0.0825
positive	100GB	85%	FusionSeeker	299	47	400	17	0.8641618497109826	0.13583815028901733	0.1175	0.1260053619302949	0.1175
positive	100GB	85%	GFSeeker	35	8	400	17	0.813953488372093	0.18604651162790697	0.02	0.03611738148984199	0.02
positive	100GB	85%	Genion	75	34	400	17	0.6880733944954128	0.3119266055045872	0.085	0.13359528487229863	0.085
positive	100GB	85%	JAFFAL	23	18	400	17	0.5609756097560976	0.43902439024390244	0.045	0.0816326530612245	0.045
positive	100GB	85%	LongGF	33	7	400	17	0.825	0.175	0.0175	0.03181818181818182	0.0175
positive	100GB	90%	CTAT-LR-Fusion	74	59	400	17	0.556390977443609	0.44360902255639095	0.1475	0.22138836772983111	0.1475
positive	100GB	90%	FusionSeeker	363	65	400	17	0.8481308411214953	0.15186915887850466	0.1625	0.15700483091787437	0.1625
positive	100GB	90%	GFSeeker	71	26	400	17	0.7319587628865979	0.26804123711340205	0.065	0.10462776659959758	0.065
positive	100GB	90%	Genion	99	44	400	17	0.6923076923076923	0.3076923076923077	0.11	0.16206261510128914	0.11
positive	100GB	90%	JAFFAL	55	43	400	17	0.5612244897959183	0.4387755102040816	0.1075	0.17269076305220885	0.1075
positive	100GB	90%	LongGF	51	8	400	17	0.864406779661017	0.13559322033898305	0.02	0.034858387799564274	0.02
positive	100GB	95%	CTAT-LR-Fusion	99	85	400	17	0.5380434782608695	0.46195652173913043	0.2125	0.2910958904109589	0.2125
positive	100GB	95%	FusionSeeker	383	68	400	17	0.8492239467849224	0.15077605321507762	0.17	0.15981198589894244	0.17
positive	100GB	95%	GFSeeker	95	34	400	17	0.7364341085271318	0.26356589147286824	0.085	0.1285444234404537	0.085
positive	100GB	95%	Genion	110	48	400	17	0.6962025316455697	0.3037974683544304	0.12	0.17204301075268819	0.12
positive	100GB	95%	JAFFAL	81	60	400	17	0.574468085106383	0.425531914893617	0.15	0.22181146025878004	0.15
positive	100GB	95%	LongGF	62	10	400	17	0.8611111111111112	0.1388888888888889	0.025	0.04237288135593221	0.025
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	17	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	7	0	397	17	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	17	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	17	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	17	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	11	0	400	17	1	0	0	NA	0
positive	10GB	90%	GFSeeker	1	0	400	17	1	0	0	NA	0
positive	10GB	90%	Genion	1	0	400	17	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	12	1	400	17	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	1GB	90%	FusionSeeker	1	0	202	17	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	14	0	400	16	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	94	0	400	16	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	16	1	0	0	NA	0
negative	100GB	85%	Genion	14	0	400	16	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	16	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	16	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	26	0	400	16	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	94	0	400	16	1	0	0	NA	0
negative	100GB	90%	GFSeeker	3	0	400	16	1	0	0	NA	0
negative	100GB	90%	Genion	10	0	400	16	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	16	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	16	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	20	0	400	16	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	88	0	400	16	1	0	0	NA	0
negative	100GB	95%	GFSeeker	2	0	400	16	1	0	0	NA	0
negative	100GB	95%	Genion	8	0	400	16	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	16	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	16	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	16	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	6	0	397	16	1	0	0	NA	0
negative	10GB	85%	Genion	3	0	397	16	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	8	0	400	16	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	16	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	8	0	400	16	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	16	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	41	36	400	16	0.5324675324675324	0.4675324675324675	0.09	0.1509433962264151	0.09
positive	100GB	85%	FusionSeeker	312	51	400	16	0.859504132231405	0.14049586776859505	0.1275	0.13368283093053734	0.1275
positive	100GB	85%	GFSeeker	40	8	400	16	0.8333333333333334	0.16666666666666666	0.02	0.03571428571428571	0.02
positive	100GB	85%	Genion	77	36	400	16	0.6814159292035398	0.3185840707964602	0.09	0.14035087719298245	0.09
positive	100GB	85%	JAFFAL	27	19	400	16	0.5869565217391305	0.41304347826086957	0.0475	0.0852017937219731	0.0475
positive	100GB	85%	LongGF	36	7	400	16	0.8372093023255814	0.16279069767441862	0.0175	0.03160270880361174	0.0175
positive	100GB	90%	CTAT-LR-Fusion	79	60	400	16	0.5683453237410072	0.4316546762589928	0.15	0.22263450834879406	0.15
positive	100GB	90%	FusionSeeker	375	67	400	16	0.8484162895927602	0.1515837104072398	0.1675	0.15914489311163893	0.1675
positive	100GB	90%	GFSeeker	75	26	400	16	0.7425742574257426	0.25742574257425743	0.065	0.10379241516966069	0.065
positive	100GB	90%	Genion	105	47	400	16	0.6907894736842105	0.3092105263157895	0.1175	0.17028985507246377	0.1175
positive	100GB	90%	JAFFAL	57	46	400	16	0.5533980582524272	0.44660194174757284	0.115	0.18290258449304175	0.115
positive	100GB	90%	LongGF	53	8	400	16	0.8688524590163934	0.13114754098360656	0.02	0.03470715835140998	0.02
positive	100GB	95%	CTAT-LR-Fusion	101	90	400	16	0.5287958115183246	0.4712041884816754	0.225	0.3045685279187817	0.225
positive	100GB	95%	FusionSeeker	390	68	400	16	0.851528384279476	0.14847161572052403	0.17	0.1585081585081585	0.17
positive	100GB	95%	GFSeeker	97	34	400	16	0.7404580152671756	0.2595419847328244	0.085	0.128060263653484	0.085
positive	100GB	95%	Genion	115	53	400	16	0.6845238095238095	0.31547619047619047	0.1325	0.18661971830985916	0.1325
positive	100GB	95%	JAFFAL	84	63	400	16	0.5714285714285714	0.42857142857142855	0.1575	0.23034734917733085	0.1575
positive	100GB	95%	LongGF	63	10	400	16	0.863013698630137	0.136986301369863	0.025	0.042283298097251586	0.025
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	16	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	8	0	397	16	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	16	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	16	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	16	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	11	0	400	16	1	0	0	NA	0
positive	10GB	90%	GFSeeker	1	0	400	16	1	0	0	NA	0
positive	10GB	90%	Genion	1	0	400	16	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	13	2	400	16	0.8666666666666667	0.13333333333333333	0.005	0.009638554216867469	0.005
positive	1GB	90%	FusionSeeker	1	0	202	16	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	16	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	14	0	400	15	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	105	0	400	15	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	15	1	0	0	NA	0
negative	100GB	85%	Genion	16	0	400	15	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	15	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	15	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	26	0	400	15	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	97	0	400	15	1	0	0	NA	0
negative	100GB	90%	GFSeeker	3	0	400	15	1	0	0	NA	0
negative	100GB	90%	Genion	11	0	400	15	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	15	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	15	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	20	0	400	15	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	89	0	400	15	1	0	0	NA	0
negative	100GB	95%	GFSeeker	2	0	400	15	1	0	0	NA	0
negative	100GB	95%	Genion	9	0	400	15	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	15	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	15	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	15	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	6	0	397	15	1	0	0	NA	0
negative	10GB	85%	Genion	3	0	397	15	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	9	0	400	15	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	15	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	9	0	400	15	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	15	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	45	40	400	15	0.5294117647058824	0.47058823529411764	0.1	0.16494845360824742	0.1
positive	100GB	85%	FusionSeeker	325	53	400	15	0.8597883597883598	0.1402116402116402	0.1325	0.13624678663239076	0.1325
positive	100GB	85%	GFSeeker	48	8	400	15	0.8571428571428571	0.14285714285714285	0.02	0.03508771929824562	0.02
positive	100GB	85%	Genion	83	38	400	15	0.6859504132231405	0.3140495867768595	0.095	0.14587332053742802	0.095
positive	100GB	85%	JAFFAL	32	21	400	15	0.6037735849056604	0.39622641509433965	0.0525	0.09271523178807947	0.0525
positive	100GB	85%	LongGF	38	7	400	15	0.8444444444444444	0.15555555555555556	0.0175	0.03146067415730337	0.0175
positive	100GB	90%	CTAT-LR-Fusion	81	64	400	15	0.5586206896551724	0.4413793103448276	0.16	0.23486238532110093	0.16
positive	100GB	90%	FusionSeeker	381	67	400	15	0.8504464285714286	0.14955357142857142	0.1675	0.1580188679245283	0.1675
positive	100GB	90%	GFSeeker	79	26	400	15	0.7523809523809524	0.24761904761904763	0.065	0.10297029702970298	0.065
positive	100GB	90%	Genion	106	49	400	15	0.6838709677419355	0.3161290322580645	0.1225	0.17657657657657658	0.1225
positive	100GB	90%	JAFFAL	59	47	400	15	0.5566037735849056	0.44339622641509435	0.1175	0.1857707509881423	0.1175
positive	100GB	90%	LongGF	55	8	400	15	0.873015873015873	0.12698412698412698	0.02	0.03455723542116631	0.02
positive	100GB	95%	CTAT-LR-Fusion	105	94	400	15	0.5276381909547738	0.4723618090452261	0.235	0.3138564273789649	0.235
positive	100GB	95%	FusionSeeker	396	68	400	15	0.853448275862069	0.14655172413793102	0.17	0.15740740740740738	0.17
positive	100GB	95%	GFSeeker	104	34	400	15	0.7536231884057971	0.2463768115942029	0.085	0.12639405204460968	0.085
positive	100GB	95%	Genion	122	56	400	15	0.6853932584269663	0.3146067415730337	0.14	0.19377162629757788	0.14
positive	100GB	95%	JAFFAL	87	63	400	15	0.58	0.42	0.1575	0.2290909090909091	0.1575
positive	100GB	95%	LongGF	63	10	400	15	0.863013698630137	0.136986301369863	0.025	0.042283298097251586	0.025
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	15	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	11	0	397	15	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	15	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	15	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	15	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	11	0	400	15	1	0	0	NA	0
positive	10GB	90%	GFSeeker	1	0	400	15	1	0	0	NA	0
positive	10GB	90%	Genion	1	0	400	15	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	16	3	400	15	0.8421052631578947	0.15789473684210525	0.0075	0.01431980906921241	0.0075
positive	1GB	90%	FusionSeeker	1	0	202	15	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	15	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	17	0	400	14	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	107	0	400	14	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	14	1	0	0	NA	0
negative	100GB	85%	Genion	17	0	400	14	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	14	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	14	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	27	0	400	14	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	98	0	400	14	1	0	0	NA	0
negative	100GB	90%	GFSeeker	4	0	400	14	1	0	0	NA	0
negative	100GB	90%	Genion	14	0	400	14	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	14	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	14	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	20	0	400	14	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	90	0	400	14	1	0	0	NA	0
negative	100GB	95%	GFSeeker	3	0	400	14	1	0	0	NA	0
negative	100GB	95%	Genion	9	0	400	14	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	14	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	14	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	14	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	6	0	397	14	1	0	0	NA	0
negative	10GB	85%	Genion	3	0	397	14	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	9	0	400	14	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	14	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	9	0	400	14	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	14	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	51	42	400	14	0.5483870967741935	0.45161290322580644	0.105	0.17038539553752532	0.105
positive	100GB	85%	FusionSeeker	338	56	400	14	0.8578680203045685	0.14213197969543148	0.14	0.14105793450881615	0.14
positive	100GB	85%	GFSeeker	53	9	400	14	0.8548387096774194	0.14516129032258066	0.0225	0.03896103896103896	0.0225
positive	100GB	85%	Genion	86	41	400	14	0.6771653543307087	0.3228346456692913	0.1025	0.15559772296015179	0.1025
positive	100GB	85%	JAFFAL	36	23	400	14	0.6101694915254238	0.3898305084745763	0.0575	0.10021786492374728	0.0575
positive	100GB	85%	LongGF	40	8	400	14	0.8333333333333334	0.16666666666666666	0.02	0.03571428571428571	0.02
positive	100GB	90%	CTAT-LR-Fusion	81	71	400	14	0.5328947368421053	0.46710526315789475	0.1775	0.25724637681159424	0.1775
positive	100GB	90%	FusionSeeker	392	68	400	14	0.8521739130434782	0.14782608695652175	0.17	0.15813953488372096	0.17
positive	100GB	90%	GFSeeker	84	26	400	14	0.7636363636363637	0.23636363636363636	0.065	0.10196078431372549	0.065
positive	100GB	90%	Genion	115	50	400	14	0.696969696969697	0.30303030303030304	0.125	0.17699115044247787	0.125
positive	100GB	90%	JAFFAL	65	48	400	14	0.5752212389380531	0.4247787610619469	0.12	0.1871345029239766	0.12
positive	100GB	90%	LongGF	56	8	400	14	0.875	0.125	0.02	0.03448275862068966	0.02
positive	100GB	95%	CTAT-LR-Fusion	108	99	400	14	0.5217391304347826	0.4782608695652174	0.2475	0.32619439868204286	0.2475
positive	100GB	95%	FusionSeeker	403	70	400	14	0.8520084566596194	0.14799154334038056	0.175	0.16036655211912945	0.175
positive	100GB	95%	GFSeeker	106	34	400	14	0.7571428571428571	0.24285714285714285	0.085	0.12592592592592594	0.085
positive	100GB	95%	Genion	128	58	400	14	0.6881720430107527	0.3118279569892473	0.145	0.19795221843003413	0.145
positive	100GB	95%	JAFFAL	91	64	400	14	0.5870967741935483	0.4129032258064516	0.16	0.23063063063063066	0.16
positive	100GB	95%	LongGF	64	10	400	14	0.8648648648648649	0.13513513513513514	0.025	0.042194092827004225	0.025
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	14	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	12	0	397	14	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	14	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	14	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	14	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	15	0	400	14	1	0	0	NA	0
positive	10GB	90%	GFSeeker	1	0	400	14	1	0	0	NA	0
positive	10GB	90%	Genion	1	0	400	14	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	20	3	400	14	0.8695652173913043	0.13043478260869565	0.0075	0.014184397163120565	0.0075
positive	1GB	90%	FusionSeeker	1	0	202	14	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	14	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	18	0	400	13	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	116	0	400	13	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	13	1	0	0	NA	0
negative	100GB	85%	Genion	18	0	400	13	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	13	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	13	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	27	0	400	13	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	99	0	400	13	1	0	0	NA	0
negative	100GB	90%	GFSeeker	4	0	400	13	1	0	0	NA	0
negative	100GB	90%	Genion	14	0	400	13	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	13	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	13	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	20	0	400	13	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	91	0	400	13	1	0	0	NA	0
negative	100GB	95%	GFSeeker	4	0	400	13	1	0	0	NA	0
negative	100GB	95%	Genion	9	0	400	13	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	13	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	13	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	13	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	6	0	397	13	1	0	0	NA	0
negative	10GB	85%	Genion	3	0	397	13	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	10	0	400	13	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	13	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	10	0	400	13	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	13	1	0	0	NA	0
negative	1GB	85%	FusionSeeker	1	0	187	13	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	56	47	400	13	0.5436893203883495	0.4563106796116505	0.1175	0.18687872763419486	0.1175
positive	100GB	85%	FusionSeeker	346	56	400	13	0.8606965174129353	0.13930348258706468	0.14	0.1396508728179551	0.14
positive	100GB	85%	GFSeeker	57	10	400	13	0.8507462686567164	0.14925373134328357	0.025	0.04282655246252677	0.025
positive	100GB	85%	Genion	91	41	400	13	0.6893939393939394	0.3106060606060606	0.1025	0.15413533834586468	0.1025
positive	100GB	85%	JAFFAL	38	24	400	13	0.6129032258064516	0.3870967741935484	0.06	0.10389610389610389	0.06
positive	100GB	85%	LongGF	44	8	400	13	0.8461538461538461	0.15384615384615385	0.02	0.03539823008849558	0.02
positive	100GB	90%	CTAT-LR-Fusion	86	75	400	13	0.5341614906832298	0.4658385093167702	0.1875	0.267379679144385	0.1875
positive	100GB	90%	FusionSeeker	395	68	400	13	0.8531317494600432	0.1468682505399568	0.17	0.15758980301274625	0.17
positive	100GB	90%	GFSeeker	85	26	400	13	0.7657657657657657	0.23423423423423423	0.065	0.10176125244618396	0.065
positive	100GB	90%	Genion	120	50	400	13	0.7058823529411765	0.29411764705882354	0.125	0.17543859649122806	0.125
positive	100GB	90%	JAFFAL	69	50	400	13	0.5798319327731093	0.42016806722689076	0.125	0.19267822736030826	0.125
positive	100GB	90%	LongGF	59	9	400	13	0.8676470588235294	0.1323529411764706	0.0225	0.038461538461538464	0.0225
positive	100GB	95%	CTAT-LR-Fusion	115	102	400	13	0.5299539170506913	0.4700460829493088	0.255	0.33063209076175043	0.255
positive	100GB	95%	FusionSeeker	410	71	400	13	0.8523908523908524	0.14760914760914762	0.1775	0.1611804767309875	0.1775
positive	100GB	95%	GFSeeker	108	35	400	13	0.7552447552447552	0.24475524475524477	0.0875	0.1289134438305709	0.0875
positive	100GB	95%	Genion	133	59	400	13	0.6927083333333334	0.3072916666666667	0.1475	0.19932432432432431	0.1475
positive	100GB	95%	JAFFAL	96	67	400	13	0.588957055214724	0.4110429447852761	0.1675	0.2380106571936057	0.1675
positive	100GB	95%	LongGF	65	11	400	13	0.8552631578947368	0.14473684210526316	0.0275	0.04621848739495798	0.0275
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	13	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	14	0	397	13	1	0	0	NA	0
positive	10GB	85%	GFSeeker	1	0	397	13	1	0	0	NA	0
positive	10GB	85%	Genion	3	0	397	13	1	0	0	NA	0
positive	10GB	90%	CTAT-LR-Fusion	1	0	400	13	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	17	0	400	13	1	0	0	NA	0
positive	10GB	90%	GFSeeker	1	0	400	13	1	0	0	NA	0
positive	10GB	90%	Genion	1	0	400	13	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	24	4	400	13	0.8571428571428571	0.14285714285714285	0.01	0.018691588785046728	0.01
positive	1GB	90%	FusionSeeker	1	0	202	13	1	0	0	NA	0
positive	1GB	95%	FusionSeeker	1	0	208	13	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	20	0	400	12	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	122	0	400	12	1	0	0	NA	0
negative	100GB	85%	GFSeeker	3	0	400	12	1	0	0	NA	0
negative	100GB	85%	Genion	20	0	400	12	1	0	0	NA	0
negative	100GB	85%	JAFFAL	1	0	400	12	1	0	0	NA	0
negative	100GB	85%	LongGF	2	0	400	12	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	27	0	400	12	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	101	0	400	12	1	0	0	NA	0
negative	100GB	90%	GFSeeker	6	0	400	12	1	0	0	NA	0
negative	100GB	90%	Genion	14	0	400	12	1	0	0	NA	0
negative	100GB	90%	JAFFAL	4	0	400	12	1	0	0	NA	0
negative	100GB	90%	LongGF	6	0	400	12	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	20	0	400	12	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	93	0	400	12	1	0	0	NA	0
negative	100GB	95%	GFSeeker	5	0	400	12	1	0	0	NA	0
negative	100GB	95%	Genion	11	0	400	12	1	0	0	NA	0
negative	100GB	95%	JAFFAL	4	0	400	12	1	0	0	NA	0
negative	100GB	95%	LongGF	6	0	400	12	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	12	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	6	0	397	12	1	0	0	NA	0
negative	10GB	85%	Genion	4	0	397	12	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	10	0	400	12	1	0	0	NA	0
negative	10GB	90%	GFSeeker	1	0	400	12	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	10	0	400	12	1	0	0	NA	0
negative	10GB	95%	GFSeeker	1	0	400	12	1	0	0	NA	0
negative	1GB	85%	FusionSeeker	1	0	187	12	1	0	0	NA	0
negative	1GB	90%	FusionSeeker	1	0	202	12	1	0	0	NA	0
negative	1GB	95%	FusionSeeker	1	0	208	12	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	61	49	400	12	0.5545454545454546	0.44545454545454544	0.1225	0.19215686274509805	0.1225
positive	100GB	85%	FusionSeeker	354	56	400	12	0.8634146341463415	0.13658536585365855	0.14	0.13827160493827162	0.14
positive	100GB	85%	GFSeeker	64	10	400	12	0.8648648648648649	0.13513513513513514	0.025	0.042194092827004225	0.025
positive	100GB	85%	Genion	97	41	400	12	0.7028985507246377	0.2971014492753623	0.1025	0.1524163568773234	0.1025
positive	100GB	85%	JAFFAL	41	27	400	12	0.6029411764705882	0.39705882352941174	0.0675	0.11538461538461539	0.0675
positive	100GB	85%	LongGF	45	8	400	12	0.8490566037735849	0.1509433962264151	0.02	0.03532008830022075	0.02
positive	100GB	90%	CTAT-LR-Fusion	91	80	400	12	0.5321637426900585	0.4678362573099415	0.2	0.28021015761821366	0.2
positive	100GB	90%	FusionSeeker	399	69	400	12	0.8525641025641025	0.14743589743589744	0.1725	0.15898617511520735	0.1725
positive	100GB	90%	GFSeeker	93	27	400	12	0.775	0.225	0.0675	0.10384615384615387	0.0675
positive	100GB	90%	Genion	125	50	400	12	0.7142857142857143	0.2857142857142857	0.125	0.17391304347826086	0.125
positive	100GB	90%	JAFFAL	74	52	400	12	0.5873015873015873	0.4126984126984127	0.13	0.19771863117870722	0.13
positive	100GB	90%	LongGF	60	9	400	12	0.8695652173913043	0.13043478260869565	0.0225	0.03837953091684435	0.0225
