sample	contig	fusion.genes	spanning.reads	classification	recall_category	control	depth	Sequence_Identity	fusionType
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	5cdd015b-9643-77c7-f530-e3dc51a1e880	MFF:GDNF	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	83d63a5e-c33a-d50d-ddb5-53408ecc33bd	JADE1:LINC00205	2	LowConfidence	True_Recall	positive	10GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	0d3af339-3c3e-2e1d-ba74-772df0a3e859	HMMR:POMT1	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	a678bb3c-2480-ee5d-95ce-19cdd73fd71c	CBY3:ENSG00000228274	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	1339ef88-3318-ea16-d733-8731e1e2fb92	SIRT5:USP9X	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	68024c24-9376-79fb-a7a4-ee7bdb115176	TINAG:ENSG00000268416	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	374da72c-dd51-7572-a0be-0fc3fe9c3999	PMPCB:SMCO1	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	1acaf5b4-3727-8ca2-c725-b7519762f934	POMT1:ADAM17	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	048950b1-7ee2-5a94-3534-83778b507991	ENSG00000260995:CASP7	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	1ba0d9e1-0b6f-9f5f-9320-aca095813317	FTH1:GPC3	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	32f0f1d7-cb64-3185-b4c5-79743581f098	ENSG00000254951:DLEU1	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	dba97d61-c899-1152-ce42-32ed9bce1d43	RPLP0:NPM1	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	4da9509d-37ac-3161-c9e6-a3abe6d2b50e	SERPINA3:ALB	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	fc623421-0262-ee8c-3c10-adddccc26484	RPS15:RACK1	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	6d1d5f32-f193-78b9-dc61-69863f5804af	LINC01876:ENSG00000189229	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	391f4e9d-40a4-1b2c-7bff-cae818d337bc	SRPRB:EEF1G	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	f79bc5e4-8514-f384-51ab-5937b8447ced	RACK1:FTL	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	4dac9cf3-9eee-14ef-d9c5-c1a6dde0447a	KDM2B:HDAC6	2	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	6579c878-c1a6-f10f-16a8-984adec6bf54	LDLRAD4:ENSG00000258938	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	5674466d-cf9f-9f6a-c415-6de340e10801	ALS2:RMND5B	2	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	473905e9-ec14-cefc-d128-4a28c20603b1	UGT1A4:ACD	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	2c46aa25-0d8c-0bc8-6e5d-94a6a326a00d	OR4P4:ENSG00000287285	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	aec6dc75-cd10-73f0-9af2-e19da53073e7	PLD5:PLD5P1	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	df32d5ef-c300-e78b-3dc3-9f22ed237d96	CEP83-DT:ENSG00000267448	2	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	65c1d57a-412f-7f94-664f-d2930ffbda0c	ENSG00000290689:RECQL4	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	1b349b42-0259-98b6-afa5-098232c5f99b	ACD:UGT1A4	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	af400a1c-5bb8-6cfd-2111-ceb5dfd96a19	ENSG00000260983:TRMT112	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	e437b6c8-c214-ba95-424d-b0a4d97ba3c5	LDLRAD4:CEP112	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	87031da0-60cb-be91-2791-0f3fb7af51a1	FTL:EEF1A1	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	8939888d-06ea-1362-d06f-9f59ca192e86	FTL:ALB	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	871f116a-f7ac-c75e-e951-24a06d3ee8f0	ENSG00000290732:GSAP	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	73a859bb-86cd-34b3-a0a6-00c92cb293bb	ADAM17:WDR53	2	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	01f0c353-966a-cb4f-8513-9e3c3448925c	RPL32:FTL	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	a46b40b8-8c79-c208-6086-67b3dabd2ab1	TF:RPLP2	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	a159fc81-28b9-a5e4-20cb-b10beae27e0d	RACK1:EEF1A1	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	cc30abe8-6119-09e7-9d2c-c9fd65fcd446	RACK1:ALB	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	ab4f3624-f044-670f-3aa2-c54b6b475702	RPS23:EEF1A1	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	c1f14713-b27e-3955-df66-d3890a025f0b	EEF1A1:TPT1	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	5ba27372-39c5-f2d2-e99e-a75c239266dc	EEF1A1:APOA2	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	848833d6-1cdf-2424-df4e-4146771ca8d4	RPS6:RACK1	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	1ef4a458-174e-deea-4dd7-25969ac839ab	NUTM2E:CDK12	2	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	3a8edc6a-1911-0661-5f27-7ecd41c648eb	ZAR1L:PCBD2	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	43423264-ee95-0bfe-7b6c-f68c8dcf7d87	APBA2:FGFR1	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	3a3fc17d-37f5-0fb8-9587-b7de47e4d178	ZSCAN32:FDPS	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	2f525771-696c-2945-9aeb-032bfc089c3a	KCTD19:SKIC3	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	c04e4b21-0dc6-8275-91d3-636ae758aa92	ZNF627:HNRNPA3	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	314e83a6-d276-500e-747e-330129d4f401	LINC01964:ADA2	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	931e7ac1-fa34-f635-b2d0-b1efa6810de7	RAP1GDS1:SLC29A3	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	b93d519f-eced-1109-e0fb-bc3e259e8f96	ENSG00000276418:ENSG00000197462	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	26df5cd7-db9b-9130-6afa-0117c35aeb23	GTF3C5:LINC01964	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	55c0f65d-9aa5-a2ca-c8da-fc9efc24e7f4	OR4P4:ATP7B	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	8bcd9cf1-1180-3f09-f94d-b4aee1848e31	RNASEH2C:LNX1	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	3fff67eb-fa52-1a83-173a-8c2fec776a0f	LINC01141:USP44	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	37763bd1-7fdd-197c-0959-08ba10516066	WIF1:SSR4	2	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	70f921fb-6ac8-a988-805e-197697f5d829	SNX6:CPNE1	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	03c473d3-53e0-7900-21b3-33db7e826f36	SLC35F4:ENSG00000283352	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	18d00c23-fc04-e35c-f08a-8902516e511a	SLC28A2:USP2	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	c96aeb25-c0ef-5cfe-555f-87f262db80ff	ENSG00000291210:RECQL4	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	2410940a-15d4-6132-580f-4582a44ff8fd	TMUB2:SLC4A3	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	1e4009c9-b168-31ab-0dd4-e694726d7185	ENSG00000234255:TMEM108-AS1	2	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	a8529e43-37af-8d81-1387-4ae58e9cff21	ENSG00000281920:ASPH	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	0908620b-16e4-0545-7714-db19155bb516	CCDC158:NPAS3	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	37eb4ad7-7f32-ab67-f44d-8af3fb1899f2	CCT5:ENSG00000264860	2	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	b9f6f201-79fe-b1d5-80ad-aca2f1b57908	ENSG00000290106:TCEANC2	2	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	282f538e-cccb-532d-4267-bf132d04f53e	MAGI2-AS3:NEDD1	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	b954fa03-ca0f-d1be-96b2-e01806a79926	PORCN:OR2F2	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q90.fastq	3a3fc17d-37f5-0fb8-9587-b7de47e4d178	ZSCAN32:FDPS	2	LowConfidence	Partial_Recall	positive	1GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q90.fastq	3a3fc17d-37f5-0fb8-9587-b7de47e4d178	ENSG00000254979:ZSCAN32	2	LowConfidence	Partial_Recall	positive	1GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	9c7f0c53-6b02-d5fc-bed5-d0a60c7a07af	FTH1:TF	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	458febc1-5649-a2d6-3ac8-12235092718d	FTH1:EEF1A1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	e07eeed7-202f-d486-19de-f3652a5b3324	ENSG00000269968:RPS18	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	829f18ff-7042-0545-1815-7c99fa0d9be9	A2M:RPL8	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	57542278-542d-a84c-a2cb-3bfd3edac292	SERPINA1:RPL37	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	4e36b0f7-bbe1-6259-f59f-dfe868840d7e	FTL:SERPINA1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	55144937-9850-c9ce-d35c-91e8a237dc37	FTL:SERPINA1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	c3a8fceb-cae6-5a74-fd33-1ecbb6084d2e	CST3:RACK1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	2212df8e-ce82-1b17-eaf6-1743f9e89933	RPS21:APOA2	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	aee60791-0b6a-33ce-7527-7d328b6167d1	LINC01876:ENSG00000189229	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	72194165-288b-e951-d8a0-b0b8f6bb9281	LINC01376:DLEU1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	ba28cefa-7c88-9976-40f6-7845bfa692c9	SRPRB:RPL4	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	b4b2acd2-b4c3-1a40-4da9-f8ab23d07806	ALB:RPL14	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	7d18172e-6be2-9b7b-9a8a-11b7a117f8d1	RACK1:RPLP1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	a608c256-4bfd-e99a-18d4-7fe827190d25	RACK1:FABP1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	f5a7de45-41a1-6e99-51aa-b11ea8fa690f	EEF1A1:SERPINA1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	f0783f81-4e73-8ba5-223e-efae202fba6b	EEF1A1:APOA1	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	5a5cfc67-4040-12f6-cb88-0aa2de8fa54b	ENSG00000277757:CPNE1	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	7a113422-9bbb-ac7c-c081-4c5d3fc8b52b	DAD1:ALB	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	83b10bbd-e176-59ca-fc46-8567cb3fb852	LINC00907:AGBL1	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	157d3eae-d52f-4b62-ccdc-9d4ebe7b03c6	ZRANB3:ERC1	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	914dd4a6-d928-6b38-a324-8a148915aeff	FAM86B1:KU-MEL-3	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	06d3f5cf-6a6a-fa3e-6694-e5be72db57bb	PTBP3:ENSG00000288075	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	51312359-2e53-16fd-b885-c40604be0501	POMT1:ADAM17	2	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	47532fe1-d672-6d51-1db2-7b086a748389	DHTKD1:THSD4	2	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	ddf1c42a-6245-3847-4c39-15e9507db729	VDAC2:GAPDH	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	5a5e1436-68b1-4ed2-abcd-5a0e67365e89	SERPINA1:FTL	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	7b43ff49-c3eb-c1d9-97ba-fac67a94ca1f	RPL13:AFP	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	3fb039e3-4744-4b9d-592e-ec8e1c86a03b	ACTG1:TPT1	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	6c7f1b79-b788-3840-3943-257c8879c012	ZNF627:ENSG00000287398	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	c6e988fe-34db-1027-5300-68e07301331e	MYO3B-AS1:ASPN	2	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0c5471be-96aa-331b-7235-bcd696c4fd64	EEF1B2:ALB	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	d29c66a6-bbbf-0131-8e20-a70586a0409b	RPL37A:RPL30	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	ae6d13fd-d5a1-3646-e637-c470412ef759	TF:FTL	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	d49e929d-2770-f152-9c18-091cf4015233	AHSG:RPS6	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
