sample	contig	fusion.genes	spanning.reads	classification	recall_category	control	depth	Sequence_Identity	fusionType
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	12e0e34b-2282-7650-3f1f-7b87e7accdc0	WIF1:SSR4	3	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	0bf22c9f-5877-6393-a351-45e46b6dcdd0	SLC35F4:ENSG00000283352	3	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	3b753cca-b608-b2a8-4b7e-d900a696b501	ACD:UGT1A4	3	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	7942ccdd-42ab-fe5a-d5fb-aef9bd1f0c59	TMUB2:ENSG00000255872	3	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	57edb421-d6aa-aa46-8776-948b09646c5c	KAT7:NEFL	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	da49be6b-5511-e7b4-0425-4fc6f2efea1c	ENSG00000225676:CDK5RAP2	3	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	17ab043e-374a-5006-e865-6576c8c67c28	PPARG:ACTL9	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	440f6a8d-d8e9-560e-b911-5119142bbcdc	FRAS1:NCALD	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	19bc775f-9748-eba9-be9f-40d9aa1d8571	HMMR:POMT1	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	0371da35-973d-b304-2602-73925e1e36ed	ENSG00000285565:WRAP53	3	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	31b66563-e9d9-9708-f5d5-e60e0fe125b6	TINAG:ENSG00000268416	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	1fb086b3-db0d-f9d2-1ef4-2dbfbb83c72f	ENSG00000197462:RNF157	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	355c81d6-ee78-a654-16f1-1fd3376c3ea7	FKTN:XPO1	3	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	47d617ca-3c55-1fc2-25de-7ce73849b1a0	POMT1:ADAM17	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	03ee6f3d-ffa5-3575-0e1f-0d9005bef1ac	ENSG00000260995:CASP7	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	5e440f58-6586-3f02-554a-da981e3ea3c8	HDAC6:CCDC30	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	c8745b8f-94af-0e59-cfd5-2e4c48d15599	ASIC1:SYT17	3	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	56e514a9-2d82-edc2-5088-d8239d066906	APBA2:FGFR1	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	563a2b07-b286-ddd2-3e3f-d8a0ec91e5ff	DCXR-DT:RFNG	2	LowConfidence	True_Recall	positive	100GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	358dcd54-5dc4-3837-1848-27660fcd152f	ENSG00000223634:LINC02923	2	LowConfidence	True_Recall	positive	100GB	85%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	bfb47f96-42b9-90cb-9031-093b5bb9e1f2	CCNK:CCDC85C	2	LowConfidence	True_Recall	positive	100GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	47722adc-de6b-674e-1f81-13e04c231ac8	GBAP1:GBA1	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q95.fastq	2e320294-5cc4-9274-2cca-b1456b4fe13f	PLCZ1:ENSG00000255648	2	LowConfidence	True_Recall	positive	1GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	50c1adc8-2929-ef4f-c048-ff5fa42c28b0	LYST:RNU6-968P	2	LowConfidence	True_Recall	positive	10GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	72ec20c0-fa4a-4919-f337-0ef4353ec32e	ENSG00000285130:FXN	2	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	5bb0522c-051a-8a9c-64b9-d468631b221a	AFP:ALB	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	abea3080-6a23-ee20-0676-c60f0df21dfd	ENSG00000189229:GRM7-AS3	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	0c7451b8-82a0-1ee1-9168-9b7dd2c4e7d6	GRM7-AS3:ENSG00000189229	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	2ffcfb03-fe63-1d93-a69e-8ee4c9cc6d66	ENSG00000236494:ENSG00000233219	2	LowConfidence	True_Recall	positive	100GB	85%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	003fb668-f870-c7a4-a085-f07910915106	DENND3:SLC45A4	2	LowConfidence	True_Recall	positive	100GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	21a2db39-76a9-6f82-dbce-5ced494126d6	ENSG00000254485:SRGAP3	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	f1cdd5d7-4e34-a7cb-3681-f6e14ff70acc	ENSG00000284686:ENSG00000260971	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	373fac89-8ca8-08be-d151-a35b1e68c7c1	SERPINA3:SERPINA1	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	7381a5d6-65bd-a6d9-1bb0-7f2b8204de62	LINC00595:ENSG00000282863	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q85.fastq	22185016-6f36-ddb8-e4ac-2b7d534adb5c	LINC00595:ENSG00000282863	2	LowConfidence	False_Call	negative	10GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0c659ed4-40b9-279b-7dd5-f4ce0d2e93e9	GOLGA6L24:GOLGA8M	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q90.fastq	10512803-8334-035c-d8d2-daa21d5c91e9	SATB1:TBC1D5	2	LowConfidence	False_Call	negative	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95.fastq	10512803-8334-035c-d8d2-daa21d5c91e9	SATB1:TBC1D5	2	LowConfidence	False_Call	negative	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	8ae71a91-830e-9063-0056-425eddb449c7	ENSG00000260830:RBM23	2	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q95.fastq	8ae71a91-830e-9063-0056-425eddb449c7	ENSG00000260830:RBM23	2	LowConfidence	True_Recall	positive	1GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	38ad2361-2df5-6b75-2f6d-464447e0b6ac	ENSG00000260830:RBM23	2	LowConfidence	True_Recall	positive	100GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	3e562ff4-1651-6b47-6d3b-74a7a7a427cf	CFL1:FTH1	2	LowConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	e98a63c1-39d1-3034-1a60-5c60c4761d2d	OR4P4:STX3	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	b9674d52-1849-7230-9250-b8ab6a0f5774	GOLGA8G:ENSG00000291261	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	2465c8b3-273c-0744-ea4c-28c04f1fba73	TYMP:MGAT3-AS1	2	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	ee8e1f04-cdca-37f8-55f5-1c359a917db1	CNKSR1:RAB3B	2	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	ee8e1f04-cdca-37f8-55f5-1c359a917db1	CNKSR1:RAB3B	2	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	36aac1f5-13d3-398b-7c2f-a3ebdd44f389	SLC17A5:RPL7L1	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	522ffc0a-c618-bb1a-b21d-f186a97c4ed3	SLC17A5:RPL7L1	2	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	042c2efb-7b03-6afa-3e3c-0f9cb7cbf449	RPL18A:FTL	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	bed51a87-6839-58cb-4fe0-e1329b4b575d	TLE4:ENSG00000228714	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	4ed43941-b006-2dfc-c4df-998ad6434f92	LINC00383:STARD13-AS	2	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	542d8eca-b70c-3c03-8ed0-7c1da406509e	LINC00383:STARD13-AS	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	0fc2676c-ace0-d4fa-9edb-808b3088d9e2	CELF2:ERCC6	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	cbe35904-0158-6e2e-3f8d-1347b074c2c1	CTSC:NDUFS3	2	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	09fb0004-7b74-0022-7571-45e84519d6a9	GREB1L:SERPINB8	2	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	5c1ce585-22a2-3990-0594-82949e7e6041	RPS29:SERPINA1	2	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	87ace113-6f6a-a8ca-d1e1-0ba41361b654	RPS6KA4:BTG4	2	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q90.fastq	134844b0-b8dc-5ba1-1cfc-3acc50822c9c	SLC43A3:SBF2-AS1	2	LowConfidence	True_Recall	positive	1GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	2649258d-ad2c-6593-d747-c9a222facb23	LINC01227:KRBOX5	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	22f70af6-8d65-9282-d26f-4aed0981a3fa	NELFCD:CSNK2A1	2	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	1d4776ff-92d5-f90a-18b0-522249d7c681	NELFCD:CSNK2A1	2	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	353785bb-ba0b-3a27-8486-dcd32f7c7e42	GPD1:DAO	2	LowConfidence	True_Recall	positive	100GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	3998512a-817d-e02b-fa5b-8ffeae245fe6	THBS3:CTBS	2	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	edfa4c14-9502-8053-7877-bef60e1165c1	CTBS:THBS3	2	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	67da42bf-7c87-ab4f-0436-53a502da12ae	CTBS:THBS3	2	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	9182c0c4-6b46-08d4-e99c-6015c9f424ed	LINC00551:STARD13-AS	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	64381491-c186-2de6-86cc-5001b4a60cc2	ALB:FGG	2	LowConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	176daa5d-3a8c-b45b-6e74-21147b7598b1	PSMD5:EBLN3P	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	7350ce7c-f7ea-493b-3506-d1421860d69f	ENSG00000291178:WIPI2	2	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	f3e19206-6ca9-220d-34a8-dd94cb217755	ENSG00000289039:CREM	2	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	a3af6f01-e40a-7ab8-c3b0-b83bd57787e7	ENSG00000289039:CREM	2	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	da5f527a-a9aa-8ab1-4d30-8ea661826865	PDE6A:GDNF	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	309324c3-4bf8-8f53-1053-2060b119e306	AFDN:BRPF3	2	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	8827874a-5d32-ccef-25e1-599cb1c95b72	STX12:CSRP1	2	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	255c301b-77af-e2de-7fc3-d0a255ddc859	CFL1:RACK1	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	0e25fc2f-e668-a40e-7708-48b9bbac7783	SERPINA1:RACK1	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	42554fd9-c15f-b173-3c21-1232c67e919f	SNRPB:ALB	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	581bc9cf-6e36-df9c-4207-19a841eb4658	ALB:AHSG	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	fcaabd33-7889-2787-52a6-c02b7579fe62	ALB:TF	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	2ada4237-380b-238b-53ca-35cfd66c0651	ALB:RPS16	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	b7262ecd-6253-021c-2d62-90a210d3d7c3	EEF1A1:NQO1	2	LowConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	68a8c7c9-52fb-aaa4-8946-ae402dad6399	ZSCAN32:FDPS	2	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	132ce83a-7b6c-0fb1-8673-deffd9757bce	ADAM17:WDR53	2	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	dcf78368-86f6-b915-ecf6-5412e642fb7e	NUTM2E:CDK12	2	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	f185ecbc-e5a7-8d7e-78da-0ae4c0b44064	RGR:YY1	2	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	53f38e61-13ff-a6f9-2fc0-38fa1d7405bb	VWA5A:ENSG00000237250	2	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	7003116a-4ae5-2a69-428c-04978a5e4b90	OR4P4:ATP7B	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	4acc6b36-f164-f4ae-af25-ffa2ab53dde3	ENSG00000254979:ZSCAN32	2	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	4a0899ee-22a1-ab1d-dd56-81a875c72588	BANF1:ELOVL1	2	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	95805a8b-bbfa-5d3a-0a64-c757b0ff1d6a	LDLRAD4:CEP112	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	af35de63-7f07-0078-5400-58dcf8d1f368	MME:RPS6KA4	2	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	e4dc8198-9af5-df2d-1827-3cdf2e6d4c4b	AHSG:EEF1A1	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	52482206-fa9d-9326-45e2-9b0beea2e15d	PRKAR2A:USP9Y	2	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	3fcccf7d-2737-d060-8275-8a24fc68fe98	FRAS1:ZNF670	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	fb445903-4e8b-795f-473f-ad4a737163f0	EEF1A1:ALB	2	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	a827b7ec-a07b-05b3-f50e-ca20c2ca07a9	SLC30A8:IL12RB2	2	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	275a0e63-f98b-54ce-9cac-75acede1fba1	HDAC6:CCDC30	2	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	047eb3f9-c01f-966d-5176-a7ca36da4a1d	CUL2:DDHD2	2	LowConfidence	True_Recall	positive	10GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	9f1ae1fd-6559-a71d-c2b1-eb0eedb72699	ENSG00000241577:CKMT2-AS1	2	LowConfidence	False_Call	positive	10GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	11f013e9-55f4-b25e-bfda-6204b90e0c18	NRDE2:SNHG6	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	af10be19-864f-506f-490d-0531bbbf4541	MGST3:SRP68	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	c5b97e60-9ae7-6549-b3ce-38a8a32d4ca2	THSD4:ALS2	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	e3eef19c-5b04-4b54-ef09-f89bc6da7553	FAM174B:CPA4	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	5629f29c-df12-6b3f-a715-bfa1dbf29fdb	KCTD19:SKIC3	2	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
